,TPP Active 5th August 2019-6:15 PM,Current Course,College Name,Matric Percentage (Xth),Matric Year of Passing,Matric BOARD,XII Percentage %,Best of XII or Diploma,XIIth Stream,XII : Year of Passing,XII Board,Diploma %,Diploma : Branch,Diploma : Passing Year,Diploma : College Name & City,Diploma : Board,CGPA Till 6th Sem -20-July-2019,Backlogs,Graduation : Year of Passing,Graduation : Course,Graduation : Stream,Graduation : College,Graduation : University Name,PG CGPA till 2nd Sem - 31 May 2019,Backlogs.1,State,Catagory,Gender,Details Of Additional Course/certification,"Experience (if Any), Company Name","Experience (if Any), Designation","Experience (if Any), Salary (per Year [lpa])","Experience (if Any), Duration Of Work (years Or Months)",Training Done At (write Company/institute Name),Training Location (city),Duration,Project Title (during 6 Week/1-2 Months),Project Software/language Name,BEST of E,BEST of Q,BEST of L,BEST of Write-X,BEST of CP,BEST of Domain,BEST of Automata,AGE,Company Name,Package From (in LPA),Package To (in LPA),Status
63,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2014,CBSE,83.6,83.6,Non - Medical,2016,CBSE,,,,,,7.99,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,,,,,,Tcil- Institute ,Chandigarh ,45 Days,Iis ,Networking ,630,695,530,540,425,562,23,22,Capgemini,3.8,3.8,On Campus
64,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2014,CBSE,83.6,83.6,Non - Medical,2016,CBSE,,,,,,7.99,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,,,,,,Tcil- Institute ,Chandigarh ,45 Days,Iis ,Networking ,630,695,530,540,425,562,23,22,Cognizant,3,3,On Campus
65,Yes,B.E - CSE,University Institute of Engineering (UIE),79.8,2014,CBSE,83.6,83.6,Non - Medical,2016,CBSE,,,,,,7.99,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,,,,,,Tcil- Institute ,Chandigarh ,45 Days,Iis ,Networking ,630,695,530,540,425,562,23,22,IBM,4.25,4.65,On Campus
66,Yes,B.E - CSE,University Institute of Engineering (UIE),82.16,2013,ICSE,86.8,86.8,Non - Medical,2015,ICSE,,,,,,7.84,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Male,,,,,,Think Next Technologies,Chandigarh,45 Days,Web Application,"Photo, Html, Css ,js",700,665,655,720,525,469,5,22,Capgemini,3.8,3.8,On Campus
67,Yes,B.E - CSE,University Institute of Engineering (UIE),89.83,2014,ICSE,85.6,85.6,Non - Medical,2016,ICSE,,,,,,7.58,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,,,,,Allsoft Institution,Lpu,Six Weeks,Time Tracking System,Java,560,740,615,540,585,469,82,22,IBM,4.25,4.65,On Campus
68,Yes,B.E - CSE,University Institute of Engineering (UIE),89.83,2014,ICSE,85.6,85.6,Non - Medical,2016,ICSE,,,,,,7.58,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,,,,,,Allsoft Institution,Lpu,Six Weeks,Time Tracking System,Java,560,740,615,540,585,469,82,22,Wipro,3.5,3.5,On Campus
69,Yes,B.E - CSE,University Institute of Engineering (UIE),81.7,2013,CBSE,80,80,Non - Medical,2015,CBSE,,,,,,8.15,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,General,Male,,,,,,Itronix Solutions,Mohali,Six Weeks,,,560,680,565,360,585,469,29,22,Nokia,3,3,On Campus
70,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2013,CBSE,90.8,90.8,Non - Medical,2015,CBSE,,,,,,8.15,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,OBC,Male,Na,No,No,Na,Na,Tcil,"Sector 22, Chandigarh",Six Weeks,Car Booking System,Python,685,665,605,540,565,562,50,23,Capgemini,3.8,3.8,On Campus
71,Yes,B.E - CSE,University Institute of Engineering (UIE),87.4,2013,CBSE,90.8,90.8,Non - Medical,2015,CBSE,,,,,,8.15,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,OBC,Male,Na,No,No,Na,Na,Tcil,"Sector 22, Chandigarh",Six Weeks,Car Booking System,Python,685,665,605,540,565,562,50,23,Microfocus Software ,11.5,11.5,On Campus
72,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,80.4,80.4,Non - Medical,2016,CBSE,,,,,,8,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Male,"Nanodegree In Python,iit Bombay Certificate In Python Workshop, Industrial Training In Advance Python",,,,,Tcil It Chandigarh-advance Python,Chandigarh,Six Weeks,Satellite Tracker,Python ,665,605,595,540,605,531,50,22,Cognizant,3,3,On Campus
73,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,80.4,80.4,Non - Medical,2016,CBSE,,,,,,8,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Male,"Nanodegree In Python,iit Bombay Certificate In Python Workshop, Industrial Training In Advance Python",,,,,Tcil It Chandigarh-advance Python,Chandigarh,Six Weeks,Satellite Tracker,Python ,665,605,595,540,605,531,50,22,Global Logic,4.5,4.8,On Campus
74,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2014,CBSE,80.4,80.4,Non - Medical,2016,CBSE,,,,,,8,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Male,"Nanodegree In Python,iit Bombay Certificate In Python Workshop, Industrial Training In Advance Python",,,,,Tcil It Chandigarh-advance Python,Chandigarh,Six Weeks,Satellite Tracker,Python ,665,605,595,540,605,531,50,22,Mindtree,3.5,3.5,On Campus
75,Yes,B.E - CSE,University Institute of Engineering (UIE),80,2014,ICSE,81.2,81.2,Non - Medical,2016,CBSE,,,,,,8.15,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,OBC,Male,Na,,,,,Niit,Shimla ,2 Month,Media Viewer ,Java,710,680,655,540,655,469,69,22,Mu Sigma,5.5,7.25,On Campus
76,Yes,B.E - CSE,University Institute of Engineering (UIE),75,2013,ICSE,93.6,93.6,Non - Medical,2016,Himachal Pradesh Board,,,,,,7.75,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,,,,,,Cbitts,Chandigarh,Six Weeks,Android Application,"Android Studio Java, Xml",755,680,700,540,635,438,69,22,Verizon Data,5.52,5.52,On Campus
77,Yes,B.E - CSE,University Institute of Engineering (UIE),66.5,2013,CBSE,64.8,64.8,Non - Medical,2015,CBSE,,,,,,7.26,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,OBC,Male,,,,,,Gts Infosoft,Jodhpur,45 Days,Encryption And Decryption,Java,510,460,480,540,445,531,21,23,Capgemini,3.8,3.8,On Campus
78,Yes,B.E - CSE,University Institute of Engineering (UIE),66.5,2013,CBSE,64.8,64.8,Non - Medical,2015,CBSE,,,,,,7.26,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,OBC,Male,,,,,,Gts Infosoft,Jodhpur,45 Days,Encryption And Decryption,Java,510,460,480,540,445,531,21,23,Wipro,3.5,3.5,On Campus
79,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,85.4,85.4,Non - Medical,2015,CBSE,,,,,,8.08,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,,,,,,Ibm-kvch,Noida,Six Weeks,Stackoverflow,Android,630,770,590,540,615,469,34,21,SmaacÿNetÿSolutionsÿPvtÿLtd,4.25,4.25,On Campus
80,Yes,B.E - CSE,University Institute of Engineering (UIE),84,2013,UP Board,84.4,84.4,Non - Medical,2015,UP Board,,,,,,6.55,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Java,Na,Na,Na,Na,Niit,Varanasi,Six Weeks,Quiz Game,Java,490,575,485,540,505,438,35,22,Certybox,5,5,On Campus
81,Yes,B.E - CSE,University Institute of Engineering (UIE),89.16,2014,ICSE,67.4,67.4,Non - Medical with Biology,2016,CBSE,,,,,,8.47,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Female,,,,,,"Ams Techub Mohali,chandigarh",Chandigarh,Six Weeks,Virtual Library,Core Java,650,620,455,540,495,531,0,22,Capgemini,3.8,3.8,On Campus
82,Yes,B.E - CSE,University Institute of Engineering (UIE),89.16,2014,ICSE,67.4,67.4,Non - Medical with Biology,2016,CBSE,,,,,,8.47,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Female,,,,,,"Ams Techub Mohali,chandigarh",Chandigarh,Six Weeks,Virtual Library,Core Java,650,620,455,540,495,531,0,22,Cognizant,3,3,On Campus
83,Yes,B.E - CSE,University Institute of Engineering (UIE),89.16,2014,ICSE,67.4,67.4,Non - Medical with Biology,2016,CBSE,,,,,,8.47,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Female,,,,,,"Ams Techub Mohali,chandigarh",Chandigarh,Six Weeks,Virtual Library,Core Java,650,620,455,540,495,531,0,22,Wipro,3.5,3.5,On Campus
84,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2014,CBSE,80.66,80.66,Non - Medical,2016,Punjab School Education Board,,,,,,6.67,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,,,,,,Infowiz,Chandigarh,Six Weeks,Library Management System,Java,605,400,545,540,425,408,0,22,Teleperformance-flikpkart,2.04,2.04,On Campus
85,Yes,B.E - CSE,University Institute of Engineering (UIE),80.66,2012,UP Board,82.4,82.4,Non - Medical,2014,UP Board,,,,,,7.11,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,OBC,Male,,Na,Na,Na,Na,Hp Computers,Kanpur,45 Days,Result Processing System,Netbeans/java,535,460,570,360,475,500,5,23,Cognizant,3,3,On Campus
86,Yes,B.E - CSE,University Institute of Engineering (UIE),83.4,2014,ICSE,84.88,84.88,Non - Medical,2016,Punjab School Education Board,,,,,,7.94,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Female,Networking:-network Bulls Gurugram;c++:-prime Infotech Computer Education;certification For Ethical Hacking From Iit-delhi,No,No,No,No,Network Bulls Institute,Gurugram,2 Month,Company Infrastructure In Networking,Eg Networking With Cisco Packet Tracer,545,370,455,360,435,469,0,22,GlobusÿEight India Pvt. Ltd,3.08,3.51,On Campus
87,Yes,B.E - CSE,University Institute of Engineering (UIE),81.53,2014,Punjab School Education Board,81.77,81.77,Non - Medical,2016,Punjab School Education Board,,,,,,7.59,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,Paper Publish Certification,,,,,Technical Solutions ,Mohali,Six Weeks,Tutor Finder Website,Django With Python ,490,770,565,540,445,408,23,22,Fresco Web Services Pvt Ltd,3,3,On Campus
88,Yes,B.E - CSE,University Institute of Engineering (UIE),87.67,2013,ICSE,81.2,81.2,Non - Medical,2015,ICSE,,,,,,7.47,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Machine Learning From Cetpa And Coursera,,,,,Cetpa Pvt Ltd.,Lucknow,45 Days,Stock Market Prediction,Machine Learning,675,740,595,720,555,531,27,21,Cognizant,3,3,On Campus
89,Yes,B.E - CSE,University Institute of Engineering (UIE),87.67,2013,ICSE,81.2,81.2,Non - Medical,2015,ICSE,,,,,,7.47,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Machine Learning From Cetpa And Coursera,,,,,Cetpa Pvt Ltd.,Lucknow,45 Days,Stock Market Prediction,Machine Learning,675,740,595,720,555,531,27,21,Mu Sigma,5.5,7.25,On Campus
90,Yes,B.E - CSE,University Institute of Engineering (UIE),87.67,2013,ICSE,81.2,81.2,Non - Medical,2015,ICSE,,,,,,7.47,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,Machine Learning From Cetpa And Coursera,,,,,Cetpa Pvt Ltd.,Lucknow,45 Days,Stock Market Prediction,Machine Learning,675,740,595,720,555,531,27,21,Wipro,3.5,3.5,On Campus
91,Yes,B.E - CSE,University Institute of Engineering (UIE),86.57,2014,Himachal Pradesh Board,90,90,Non - Medical with Biology,2016,CBSE,,,,,,8.49,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,SC,Male,Na,,,,,National Institute Of Information Technology,Dharamshala,Six Weeks,Textpad,Android Studio,675,710,675,540,625,777,53,22,Capgemini,6.8,6.8,On Campus
92,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2013,CBSE,82.4,82.4,Non - Medical,2015,CBSE,,,,,,7.23,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Male,Software Defined Networking Made Simple,,,,,University Institute Of Engineering,Mohali,Six Weeks,Indian Tourism,Android Studio/java,535,650,590,540,545,654,59,22,Capgemini,3.8,3.8,On Campus
93,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2013,CBSE,82.4,82.4,Non - Medical,2015,CBSE,,,,,,7.23,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Male,Software Defined Networking Made Simple,,,,,University Institute Of Engineering,Mohali,Six Weeks,Indian Tourism,Android Studio/java,535,650,590,540,545,654,59,22,Cognizant,3,3,On Campus
94,Yes,B.E - CSE,University Institute of Engineering (UIE),77.9,2013,CBSE,82.4,82.4,Non - Medical,2015,CBSE,,,,,,7.23,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttarakhand,General,Male,Software Defined Networking Made Simple,,,,,University Institute Of Engineering,Mohali,Six Weeks,Indian Tourism,Android Studio/java,535,650,590,540,545,654,59,22,Global Logic,4.5,4.8,On Campus
95,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,90.4,90.4,Non - Medical,2015,Telangana Board of Education,,,,,,8.27,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,Cybersecurity /mschine Learning,,,,,Cyberops Jaipur,Chandigarh University,Other,Analysis Of Different Attacks On A Network,Python/wireshark/,570,695,580,540,595,592,0,23,Mindtree,3.5,3.5,On Campus
96,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,90.4,90.4,Non - Medical,2015,Telangana Board of Education,,,,,,8.27,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,General,Male,Cybersecurity /mschine Learning,,,,,Cyberops Jaipur,Chandigarh University,Other,Analysis Of Different Attacks On A Network,Python/wireshark/,570,695,580,540,595,592,0,23,Zensar Technologies,3,4,On Campus
97,Yes,B.E - CSE,University Institute of Engineering (UIE),83.4,2013,J&K State Board of School Education,83.2,83.2,Non - Medical with Biology,2015,J&K State Board of School Education,,,,,,7.15,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,General,Male,Na,,,,,Techlive In Pyhton,"Phase 3b2,chandigarh",,Tution Tutor Finder,Python,640,635,480,540,535,500,48,1,TechÿMahindraÿLtd,3.25,3.25,On Campus
98,Yes,B.E - CSE,University Institute of Engineering (UIE),83.4,2013,J&K State Board of School Education,83.2,83.2,Non - Medical with Biology,2015,J&K State Board of School Education,,,,,,7.15,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jammu And Kashmir,General,Male,Na,,,,,Techlive In Pyhton,"Phase 3b2,chandigarh",,Tution Tutor Finder,Python,640,635,480,540,535,500,48,1,ClearÿTAXÿ/ÿDefmacroÿSoftwareÿPvtÿLtd,5.5,6.5,On Campus
99,Yes,B.E - CSE,University Institute of Engineering (UIE),80.83,2013,Rajasthan board of secondary education,82.2,82.2,Non - Medical,2015,,,,,,,8.02,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,General,Male,,,,,,Cetpa Infotech,Noida,Six Weeks,Online Learning And Chatting App,"Android , Php And Server Database",850,590,655,540,605,623,15,23,Capgemini,6.8,6.8,On Campus
100,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,85.2,85.2,Other,2015,CBSE,,,,,,7.97,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Male,"Android Development, Python",,,,,All India Council For Robotics And Automation,Lucknow,Six Weeks,Wheather Forecast App,Java,665,755,675,720,655,469,25,22,Nokia,3,3,On Campus
101,Yes,B.E - CSE,University Institute of Engineering (UIE),84.33,2013,Rajasthan board of secondary education,86.2,86.2,Non - Medical,2015,CBSE,,,,,,7.51,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Rajasthan,OBC,Male,"Android Training Certificate, Google Digital Unlocked",,,,,Aicra,Lucknow,,Weather App,Android,630,680,640,720,575,408,3,22,Capgemini,3.8,3.8,On Campus
102,Yes,B.E - CSE,University Institute of Engineering (UIE),91.4,2013,Haryana Board of Education,86,86,Non - Medical,2015,Haryana Board of Education,,,,,,7.1,1,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Haryana,General,Male,,,,,,Ftech,"Pitampura,delhi",Six Weeks,Tourism App,Android,545,770,625,360,545,500,0,20,DXCÿTechnology,3.6,3.6,On Campus
103,Yes,B.E - CSE,University Institute of Engineering (UIE),93.01,2014,CBSE,80.8,80.8,Non - Medical,2016,CBSE,,,,,,7.45,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Uttar Pradesh,General,Female,Na,,,,,Ccna At Network Bulls,Gurugram,45 Days,Conventional Network Design ,Packet Tracer ,675,575,590,540,455,469,0,22,Mu Sigma,5.5,7.25,On Campus
104,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,80.8,80.8,Non - Medical,2015,CBSE,,,,,,7.54,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,OBC,Male,Ccna,Na,Na,Na,Na,Thinknext Co. Limited,Mohali,Six Weeks,Congestion Control,Networking,640,695,615,720,475,408,0,22,Capgemini,3.8,3.8,On Campus
105,Yes,B.E - CSE,University Institute of Engineering (UIE),83.6,2013,CBSE,81.2,81.2,Non - Medical,2015,CBSE,,,,,,6.42,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Punjab,General,Male,,,,,,Solitare Infosis,Mohali,Six Weeks,Red Bus Ticket Booking System,Java,500,680,565,540,475,438,0,22,Cognizant,3,3,On Campus
106,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,73.8,73.8,Non - Medical,2016,CBSE,,,,,,7.35,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chandigarh(ut),OBC,Male,,,,,,Na,,,,,650,605,630,540,495,592,34,21,Capgemini,3.8,3.8,On Campus
107,Yes,B.E - CSE,University Institute of Engineering (UIE),76,2014,CBSE,73.8,73.8,Non - Medical,2016,CBSE,,,,,,7.35,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Chandigarh(ut),OBC,Male,,,,,,Na,,,,,650,605,630,540,495,592,34,21,Cognizant,3,3,On Campus
108,Yes,B.E - CSE,University Institute of Engineering (UIE),86.2,2014,Himachal Pradesh Board,87.4,87.4,Non - Medical,2016,Himachal Pradesh Board,,,,,,7.04,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,,Na,Na,Na,Na,Chandigarh University,Chandigarh University,Six Weeks,Network Interprise System Implementation On Packet Tracer ,Packet Tracer ,595,535,445,360,525,438,3,21,TechÿMahindraÿLtd,3.25,3.25,On Campus
109,Yes,B.E - CSE,University Institute of Engineering (UIE),89.3,2013,CBSE,82.2,82.2,Non - Medical,2015,CBSE,,,,,,8.05,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Himachal Pradesh,General,Male,1. Machine Learning By Nptel 2.database Management System By Nptel  3. Algorithms And Analysis By Nptel  4.machine Learning By Eckovation 5 Data Science By Ibm-coursera 6 Nanodegree In  Advance Machine Learning And Deep Learning By Appliedaicourse ,Na,Na,Na,Na,1. Thinknext , 1.thinknext- Mohali  ,Six Weeks,Youtube Downloader Extension,Web Storm ,735,755,625,540,735,592,60,23,Nokia,3,3,On Campus
110,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,81.08,81.08,Other,2015,CBSE,,,,,,7.66,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,OBC,Female,Na,,,,,Chandigarh University,Punjab India,Six Weeks,Tourism App,Java,665,590,520,720,535,531,11,22,Capgemini,3.8,3.8,On Campus
111,Yes,B.E - CSE,University Institute of Engineering (UIE),95,2013,CBSE,81.08,81.08,Other,2015,CBSE,,,,,,7.66,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Bihar,OBC,Female,Na,,,,,Chandigarh University,Punjab India,Six Weeks,Tourism App,Java,665,590,520,720,535,531,11,22,Cognizant,3,3,On Campus
112,Yes,B.E - CSE,University Institute of Engineering (UIE),89.3,2013,CBSE,87,87,Non - Medical,2015,CBSE,,,,,,7.74,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jharkhand,General,Male,Na,,,,,Chandigarh University,Gharuan,45 Days,University Email Management System.,,580,605,590,540,645,623,50,23,Capgemini,3.8,3.8,On Campus
113,Yes,B.E - CSE,University Institute of Engineering (UIE),89.3,2013,CBSE,87,87,Non - Medical,2015,CBSE,,,,,,7.74,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Jharkhand,General,Male,Na,,,,,Chandigarh University,Gharuan,45 Days,University Email Management System.,,580,605,590,540,645,623,50,23,Cognizant,3,3,On Campus
114,Yes,B.E - CSE,University Institute of Engineering (UIE),91.2,2014,CBSE,85.8,85.8,Non - Medical,2016,CBSE,,,,,,7.44,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Delhi(nct),General,Male,"Data Science With Python By Michigan University On Coursera, Machine Learning By Stanford University",,,,,Thinknext Technologies Pvt. Ltd,Mohali,Six Weeks,University Network Model,Cisco Packet Tracer,595,665,605,540,645,592,52,21,Capgemini,3.8,3.8,On Campus
115,Yes,B.E - CSE,University Institute of Engineering (UIE),91.2,2014,CBSE,85.8,85.8,Non - Medical,2016,CBSE,,,,,,7.44,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Delhi(nct),General,Male,"Data Science With Python By Michigan University On Coursera, Machine Learning By Stanford University",,,,,Thinknext Technologies Pvt. Ltd,Mohali,Six Weeks,University Network Model,Cisco Packet Tracer,595,665,605,540,645,592,52,21,Cognizant,3,3,On Campus
116,Yes,B.E - CSE,University Institute of Engineering (UIE),91.2,2014,CBSE,85.8,85.8,Non - Medical,2016,CBSE,,,,,,7.44,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Delhi(nct),General,Male,"Data Science With Python By Michigan University On Coursera, Machine Learning By Stanford University",,,,,Thinknext Technologies Pvt. Ltd,Mohali,Six Weeks,University Network Model,Cisco Packet Tracer,595,665,605,540,645,592,52,21,Wipro,3.5,3.5,On Campus
117,Yes,B.E - CSE,University Institute of Engineering (UIE),91.2,2014,CBSE,85.8,85.8,Non - Medical,2016,CBSE,,,,,,7.44,0,2020,B.E,B.E - CSE,Chandigarh University,Chandigarh University,,,Delhi(nct),General,Male,"Data Science With Python By Michigan University On Coursera, Machine Learning By Stanford University",,,,,Thinknext Technologies Pvt. Ltd,Mohali,Six Weeks,University Network Model,Cisco Packet Tracer,595,665,605,540,645,592,52,21,FinancialÿSoftware & Systems (P) Ltd. (FSS),4,4,On Campus
